127.0.0.1 - - [16/Jun/2021:09:24:58 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [16/Jun/2021:15:56:55 +0900] "GET /Lecture-Web/jquery/exam03.html HTTP/1.1" 200 507
0:0:0:0:0:0:0:1 - - [16/Jun/2021:15:56:55 +0900] "GET /Lecture-Web/jquery/js/jquery-3.6.0.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Jun/2021:16:00:38 +0900] "GET /Lecture-Web/jquery/exam03.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Jun/2021:16:00:40 +0900] "GET /Lecture-Web/jquery/exam03.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Jun/2021:16:00:40 +0900] "GET /Lecture-Web/jquery/exam03.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Jun/2021:16:00:40 +0900] "GET /Lecture-Web/jquery/exam03.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Jun/2021:16:00:41 +0900] "GET /Lecture-Web/jquery/exam03.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Jun/2021:16:00:41 +0900] "GET /Lecture-Web/jquery/exam03.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Jun/2021:16:00:41 +0900] "GET /Lecture-Web/jquery/exam03.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Jun/2021:16:00:46 +0900] "GET /Lecture-Web/jquery/exam03.html HTTP/1.1" 200 680
0:0:0:0:0:0:0:1 - - [16/Jun/2021:16:00:46 +0900] "GET /Lecture-Web/jquery/js/jquery-3.6.0.min.js HTTP/1.1" 200 89501
0:0:0:0:0:0:0:1 - - [16/Jun/2021:16:00:46 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [16/Jun/2021:16:04:47 +0900] "GET /Lecture-Web/jquery/exam03.html HTTP/1.1" 200 830
0:0:0:0:0:0:0:1 - - [16/Jun/2021:16:06:01 +0900] "GET /Lecture-Web/jquery/exam03.html HTTP/1.1" 200 907
0:0:0:0:0:0:0:1 - - [16/Jun/2021:16:06:55 +0900] "GET /Lecture-Web/jquery/exam03.html HTTP/1.1" 200 1023
0:0:0:0:0:0:0:1 - - [16/Jun/2021:16:06:55 +0900] "GET /Lecture-Web/jquery/js/jquery-3.6.0.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Jun/2021:16:07:17 +0900] "GET /Lecture-Web/jquery/exam03.html HTTP/1.1" 200 1028
0:0:0:0:0:0:0:1 - - [16/Jun/2021:16:07:38 +0900] "GET /Lecture-Web/jquery/exam03.html HTTP/1.1" 200 1064
0:0:0:0:0:0:0:1 - - [16/Jun/2021:16:08:55 +0900] "GET /Lecture-Web/jquery/exam03.html HTTP/1.1" 200 1094
0:0:0:0:0:0:0:1 - - [16/Jun/2021:16:09:55 +0900] "GET /Lecture-Web/jquery/exam03.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Jun/2021:16:10:00 +0900] "GET /Lecture-Web/jquery/exam03.html HTTP/1.1" 200 1180
0:0:0:0:0:0:0:1 - - [16/Jun/2021:16:10:00 +0900] "GET /Lecture-Web/jquery/js/jquery-3.6.0.min.js HTTP/1.1" 200 89501
0:0:0:0:0:0:0:1 - - [16/Jun/2021:16:10:00 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [16/Jun/2021:16:10:53 +0900] "GET /Lecture-Web/jquery/exam03.html HTTP/1.1" 200 1231
0:0:0:0:0:0:0:1 - - [16/Jun/2021:16:13:26 +0900] "GET /Lecture-Web/jquery/exam03.html HTTP/1.1" 200 1344
0:0:0:0:0:0:0:1 - - [16/Jun/2021:16:13:31 +0900] "GET /Lecture-Web/jquery/exam03.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Jun/2021:16:13:34 +0900] "GET /Lecture-Web/jquery/exam03.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Jun/2021:16:14:54 +0900] "GET /Lecture-Web/jquery/exam03.html HTTP/1.1" 200 1406
0:0:0:0:0:0:0:1 - - [16/Jun/2021:16:15:00 +0900] "GET /Lecture-Web/jquery/exam03.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Jun/2021:16:16:07 +0900] "GET /Lecture-Web/jquery/exam03.html HTTP/1.1" 200 1400
0:0:0:0:0:0:0:1 - - [16/Jun/2021:16:22:18 +0900] "GET /Lecture-Web/jquery/exam03.html HTTP/1.1" 200 1526
0:0:0:0:0:0:0:1 - - [16/Jun/2021:16:22:18 +0900] "GET /Lecture-Web/jquery/js/jquery-3.6.0.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Jun/2021:16:22:23 +0900] "GET /Lecture-Web/jquery/exam03.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Jun/2021:16:22:25 +0900] "GET /Lecture-Web/jquery/exam03.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Jun/2021:16:23:53 +0900] "GET /Lecture-Web/jquery/exam03.html HTTP/1.1" 304 -
